Code_INSEE;Nom_commune;Code_postal;coordonnees_gps;Population
86120;LATHUS ST REMY;86390;46.3208, 0.944331;1247
86131;LHOMMAIZE;86410;46.4434, 0.588808;858
86132;LIGLET;86290;46.5067, 1.08347;322
86142;MAILLE;86190;46.678, 0.0958035;684
86145;MARCAY;86370;46.4706, 0.225625;1147
86146;MARIGNY BRIZAY;86380;46.7434, 0.377112;0
86154;MAZEUIL;86110;46.7923, 0.0843953;244
86161;MONCONTOUR;86330;46.8774, 0.0035629;992
86161;MONCONTOUR;86330;46.8774, 0.0035629;992
86162;MONDION;86230;46.9382, 0.472335;105
86163;MONTAMISE;86360;46.6286, 0.434065;3604
86165;MONTMORILLON;86500;46.4264, 0.895458;6580
86176;NERIGNAC;86150;46.2969, 0.730725;128
86177;NEUVILLE DE POITOU;86170;46.6823, 0.254645;5421
86180;NOUAILLE MAUPERTUIS;86340;46.5053, 0.418002;2819
86183;LES ORMES;86220;46.965, 0.62227;1677
86193;PLEUMARTIN;86450;46.7415, 0.75942;1261
86195;PORT DE PILES;86220;47, 0.597725;570
86201;PRINCAY;86420;46.929, 0.253952;220
86206;RASLAY;86120;47.1122, 0.00510983;132
86207;LA ROCHE POSAY;86270;46.7755, 0.802407;1583
86220;ST GAUDENT;86400;46.1136, 0.285066;314
86221;ST GENEST D AMBIERE;86140;46.828, 0.360853;1292
86223;ST GERMAIN;86310;46.5762, 0.900632;972
86226;ST JULIEN L ARS;86800;46.5547, 0.506618;2623
86229;ST LEGER DE MONTBRILLAIS;86120;47.0801, -0.0387015;374
86230;ST LEOMER;86290;46.4161, 0.997219;186
86233;VALDIVIENNE;86300;46.4919, 0.630612;2794
86236;ST PIERRE DE MAILLE;86260;46.6777, 0.825185;898
86241;ST REMY SUR CREUSE;86220;46.9348, 0.680675;402
86242;ST ROMAIN;86250;46.2279, 0.380139;404
86245;SENILLE ST SAUVEUR;86100;46.8024, 0.645223;1889
86246;ST SAVIN;86310;46.5833, 0.840222;893
86247;ST SAVIOL;86400;46.1437, 0.231045;535
86249;SAIRES;86420;46.8901, 0.231766;141
86252;SAMMARCOLLES;86200;47.04, 0.170367;659
86255;SAVIGNE;86400;46.1709, 0.330246;1383
86262;SILLARS;86320;46.421, 0.786728;646
86271;THURAGEAU;86110;46.7777, 0.268042;825
86274;LES TROIS MOUTIERS;86120;47.0615, 0.0102809;1116
86280;VELLECHES;86230;46.9392, 0.526863;382
86284;VERNON;86340;46.4308, 0.481683;705
95328;LABBEVILLE;95690;49.1338, 2.13503;625
95353;MAFFLIERS;95560;49.0836, 2.31233;1860
95365;MAREIL EN FRANCE;95850;49.07, 2.41754;696
95379;MAUDETOUR EN VEXIN;95420;49.1094, 1.77708;196
95426;MONTLIGNON;95680;49.0142, 2.289;3143
95427;MONTMAGNY;95360;48.9699, 2.34608;13624
95429;MONTREUIL SUR EPTE;95770;49.1705, 1.68615;437
95436;MOURS;95260;49.1304, 2.26415;1507
95438;MOUSSY;95640;49.135, 1.90868;133
95445;NERVILLE LA FORET;95590;49.0904, 2.27625;695
95462;OMERVILLE;95420;49.1427, 1.72225;321
95476;OSNY;95520;49.0677, 2.06312;17510
95480;PARMAIN;95620;49.1229, 2.20128;5723
95487;PERSAN;95340;49.1497, 2.26978;12670
95563;ST LEU LA FORET;95320;49.0202, 2.24676;15608
95574;ST PRIX;95390;49.0208, 2.27015;7321
95582;SANNOIS;95110;48.9718, 2.253;27589
95594;SEUGY;95270;49.123, 2.3948;1016
95625;US;95450;49.1048, 1.95765;1325
95637;VAUREAL;95490;49.0295, 2.02447;16481
97108;CAPESTERRE DE MARIE GALANTE;97140;15.92, -61.23;0
97109;GOURBEYRE;97113;15.9939, -61.6864;0
97120;POINTE A PITRE;97110;16.2386, -61.5357;0
97131;TERRE DE HAUT;97137;15.8654, -61.5843;0
97133;VIEUX FORT;97141;15.9602, -61.6945;0
97208;FONDS ST DENIS;97250;14.726, -61.1151;0
97209;FORT DE FRANCE;97200;14.6411, -61.0692;0
97210;LE FRANCOIS;97240;14.6061, -60.9057;0
97211;GRAND RIVIERE;97218;14.85, -61.1794;0
97212;GROS MORNE;97213;14.7121, -61.0261;0
97221;RIVIERE SALEE;97215;14.5261, -60.9652;0
97223;ST ESPRIT;97270;14.5589, -60.9216;0
97225;ST PIERRE;97250;14.7749, -61.1725;0
97229;SCHOELCHER;97233;14.6449, -61.1;0
97306;MANA;97360;4.98286, -53.648;0
97308;ST GEORGES;97313;3.74202, -52.1324;0
97309;REMIRE MONTJOLY;97354;4.88437, -52.2788;0
97310;ROURA;97352;4.46469, -52.5128;0
97314;OUANARY;97380;4.19096, -51.8101;0
97361;AWALA YALIMAPO;97319;5.68354, -53.9163;0
97401;LES AVIRONS;97425;-21.209, 55.3591;0
97402;BRAS PANON;97412;-21.0233, 55.6196;0
97410;ST BENOIT;97470;-21.0919, 55.6494;0
97411;ST DENIS;97400;-20.933, 55.4469;0
97412;ST JOSEPH;97480;-21.3064, 55.6421;0
97415;ST PAUL;97434;-21.0445, 55.3223;0
97416;ST PIERRE;97410;-21.3123, 55.4936;0
97416;ST PIERRE;97432;-21.3123, 55.4936;0
97417;ST PHILIPPE;97442;-21.304, 55.7455;0
97418;STE MARIE;97438;-20.9471, 55.5304;0
97418;STE MARIE;97438;-20.9471, 55.5304;0
97418;STE MARIE;97438;-20.9471, 55.5304;0
97611;MAMOUDZOU;97650;-12.79, 45.1932;0
97701;ST BARTHELEMY;97133;-12.79, 45.1932;0
98711;ANAA;98786;-12.79, 45.1932;0
98713;ARUTUA;98761;-12.79, 45.1932;0
98717;FANGATAU;98765;-12.79, 45.1932;0
98720;HAO;98790;-12.79, 45.1932;0
98720;HAO;98790;-12.79, 45.1932;0
98722;HITIAA O TE RA;98706;-12.79, 45.1932;0
98722;HITIAA O TE RA;98708;-12.79, 45.1932;0
98724;HUAHINE;98731;-12.79, 45.1932;0
98724;HUAHINE;98731;-12.79, 45.1932;0
98726;MAKEMO;98790;-12.79, 45.1932;0
98728;MAUPITI;98732;-12.79, 45.1932;0
98729;MOOREA MAIAO;98728;-12.79, 45.1932;0
98729;MOOREA MAIAO;98729;-12.79, 45.1932;0
98731;NUKU HIVA;98742;-12.79, 45.1932;0
98731;NUKU HIVA;98796;-12.79, 45.1932;0
98732;NUKUTAVAKE;98788;-12.79, 45.1932;0
98740;RANGIROA;98777;-12.79, 45.1932;0
98741;RAPA;98751;-12.79, 45.1932;0
98743;RIMATARA;98752;-12.79, 45.1932;0
98743;RIMATARA;98795;-12.79, 45.1932;0
98744;RURUTU;98753;-12.79, 45.1932;0
98745;TAHAA;98733;-12.79, 45.1932;0
98745;TAHAA;98733;-12.79, 45.1932;0
98745;TAHAA;98733;-12.79, 45.1932;0
98745;TAHAA;98734;-12.79, 45.1932;0
98745;TAHAA;98734;-12.79, 45.1932;0
98746;TAHUATA;98743;-12.79, 45.1932;0
98747;TAIARAPU EST;98721;-12.79, 45.1932;0
98749;TAKAROA;98790;-12.79, 45.1932;0
98750;TAPUTAPUATEA;98735;-12.79, 45.1932;0
98752;TEVA I UTA;98726;-12.79, 45.1932;0
98756;UA HUKA;98744;-12.79, 45.1932;0
98758;UTUROA;98735;-12.79, 45.1932;0
98802;BOULOUPARI;98812;-12.79, 45.1932;0
98808;HOUAILOU;98816;-12.79, 45.1932;0
98812;KOUMAC;98850;-12.79, 45.1932;0
98813;LA FOA;98880;-12.79, 45.1932;0
98817;LE MONT DORE;98810;-12.79, 45.1932;0
98819;OUEGOA;98821;-12.79, 45.1932;0
98822;POINDIMIE;98822;-12.79, 45.1932;0
98824;POUEBO;98824;-12.79, 45.1932;0
98832;YATE;98834;-12.79, 45.1932;0
98833;KOUAOUA;98818;-12.79, 45.1932;0
2A001;AFA;20167;41.9844, 8.79829;3148
2A004;AJACCIO;20167;41.9348, 8.70132;69375
2A008;ALBITRECCIA;20128;41.8605, 8.87771;1684
15083;JUSSAC;15250;44.9952, 2.41802;2068
15095;LAROQUEVIEILLE;15250;45.0242, 2.52853;353
15097;LASTIC;15500;45.1115, 3.21857;124
15101;LAVEISSIERE;15300;45.1035, 2.78285;563
15112;MALBO;15230;44.9806, 2.75294;108
15117;MARCOLES;15220;44.7825, 2.35727;638
15124;MENET;15400;45.2975, 2.57917;580
15125;MENTIERES;15100;45.0787, 3.14231;125
15126;MOLEDES;15500;45.2669, 3.04293;100
15134;MONTSALVY;15120;44.6957, 2.49435;871
15147;PARLAN;15290;44.8275, 2.17323;431
15149;PAULHENC;15230;44.885, 2.81627;254
15156;PRUNET;15130;44.8228, 2.47532;664
15157;QUEZAC;15600;44.7584, 2.18352;358
15158;RAGEADE;15500;45.1147, 3.26841;102
15168;RUYNES EN MARGERIDE;15320;45.0046, 3.22362;693
15169;SAIGNES;15240;45.331, 2.48182;876
15172;ST ANTOINE;15220;44.7494, 2.33617;114
15176;ST CHAMANT;15140;45.0924, 2.44546;240
15183;ST ETIENNE DE CARLAT;15130;44.9128, 2.58462;142
15184;ST ETIENNE DE MAURS;15600;44.7216, 2.22944;795
15199;ST MARTIAL;15110;44.8874, 3.04358;81
15206;ST PIERRE;15350;45.3953, 2.38207;141
15207;ST PONCY;15500;45.1595, 3.19462;355
15216;ST URCIZE;15110;44.7055, 2.97925;486
15218;ST VINCENT DE SALERS;15380;45.2075, 2.53894;73
15219;SALERS;15140;45.1451, 2.49623;339
15235;LES TERNES;15100;44.9963, 2.99412;600
15241;LA TRINITAT;15110;44.7522, 2.94545;52
15246;VALETTE;15400;45.2638, 2.60129;243
15248;VALUEJOLS;15300;45.0532, 2.90711;574
15249;LE VAULMIER;15380;45.1839, 2.58597;72
15250;VEBRET;15240;45.3557, 2.51539;513
15254;VEYRIERES;15350;45.3205, 2.36848;115
15256;VEZE;15160;45.2784, 2.97818;63
15262;VILLEDIEU;15100;44.9972, 3.05455;555
15263;VIRARGUES;15300;45.1293, 2.89844;139
15264;VITRAC;15220;44.8102, 2.31376;266
15268;LE ROUGET PERS;15290;44.8574, 2.23422;1292
16002;LES ADJOTS;16700;46.0788, 0.203143;536
16012;ANGEAC CHAMPAGNE;16130;45.6138, -0.289586;518
16018;ARS;16130;45.637, -0.402334;753
16023;AUNAC;16460;45.9151, 0.255788;630
16028;BARBEZIEUX ST HILAIRE;16300;45.478, -0.157746;4914
16029;BARDENAC;16210;45.3006, -0.0148493;241
16031;BARRO;16700;46.005, 0.235826;416
16042;BESSE;16140;45.9581, 0.0818572;147
16049;BONNES;16390;45.2363, 0.143595;418
16052;BORS DE MONTMOREAU;16190;45.3401, 0.14788;268
16053;BORS DE BAIGNES;16360;45.3263, -0.199611;117
16059;BRETTES;16240;45.9975, 0.0291821;187
16065;BRILLAC;16500;46.0675, 0.776761;687
16075;CHAMPAGNE VIGNY;16250;45.5071, 0.0414709;258
16076;CHAMPAGNE MOUTON;16350;45.9931, 0.412273;919
16078;CHAMPNIERS;16430;45.7167, 0.196451;5497
16086;CHASSENON;16150;45.8514, 0.773197;893
16090;CHATEAUNEUF SUR CHARENTE;16120;45.5961, -0.0514206;3603
16091;CHATIGNAC;16480;45.3484, -0.00433407;191
16097;CHERVES RICHEMONT;16370;45.7451, -0.337808;2515
16097;CHERVES RICHEMONT;16370;45.7451, -0.337808;2515
16102;COGNAC;16100;45.6962, -0.335079;19356
16104;CONDAC;16700;46.0285, 0.227926;479
16115;CRESSAC ST GENIS;16250;45.44, 0.0196605;0
16121;DOUZAT;16290;45.701, -0.00261844;483
16136;LA FAYE;16700;46.0198, 0.159356;651
16147;GARDES LE PONTAROUX;16320;45.5103, 0.309516;275
16152;GIMEUX;16130;45.6414, -0.366691;727
16163;HIERSAC;16290;45.6756, 0.00754154;1049
16164;HIESSE;16490;46.0498, 0.581728;256
16167;JARNAC;16200;45.6865, -0.164781;4646
16175;VAL DES VIGNES;16250;45.5352, -0.0353998;1430
16183;LESIGNAC DURAND;16310;45.8151, 0.64469;186
16185;LIGNE;16140;45.9157, 0.103975;163
16188;LE LINDOIS;16310;45.7509, 0.590774;345
16189;LONDIGNY;16700;46.0846, 0.14038;252
16203;MAINZAC;16380;45.5539, 0.476646;98
16210;MARSAC;16570;45.7432, 0.0752254;849
16213;MAZEROLLES;16310;45.7402, 0.520413;331
16215;MEDILLAC;16210;45.216, 0.0140572;163
16217;MERPINS;16100;45.6698, -0.371814;1143
16221;MONS;16140;45.8746, -0.0332856;258
16222;MONTBOYER;16620;45.3315, 0.0690097;401
16225;MONTEMBOEUF;16310;45.7739, 0.551137;693
16226;MONTIGNAC CHARENTE;16330;45.7802, 0.102666;731
16228;MONTIGNE;16170;45.8182, -0.079727;178
16242;NANTEUIL EN VALLEE;16700;46.0061, 0.323692;1370
16251;ORIOLLES;16480;45.3565, -0.136839;283
16256;PASSIRAC;16480;45.3476, -0.0619237;247
16260;PILLAC;16390;45.319, 0.181013;274
16267;POULLIGNAC;16190;45.3965, -0.0108898;83
16273;RAIX;16240;46.0041, 0.116293;151
16275;RANVILLE BREUILLAUD;16140;45.9094, -0.123952;188
16277;REPARSAC;16200;45.7368, -0.249444;641
16281;LA ROCHEFOUCAULD;16110;45.7334, 0.393703;3034
16284;ROUFFIAC;16210;45.2654, 0.098263;128
16290;ROUZEDE;16220;45.7201, 0.562265;237
16297;GRAVES ST AMANT;16120;45.6384, -0.104971;347
16312;ST CYBARDEAUX;16170;45.7727, -0.0255478;858
16323;ST GERMAIN DE MONTBRON;16380;45.6337, 0.413392;515
16330;ST LAURENT DE COGNAC;16100;45.695, -0.394354;864
43241;SOLIGNAC SUR LOIRE;43370;44.9577, 3.88119;1284
43245;THORAS;43580;44.8594, 3.56071;249
43251;VALS PRES LE PUY;43750;45.0239, 3.86582;3459
43252;VARENNES ST HONORAT;43270;45.1773, 3.64466;27
43254;VAZEILLES LIMANDRE;43320;45.1168, 3.69404;256
43256;VENTEUGES;43170;44.9815, 3.48283;372
43267;VOREY;43800;45.193, 3.90531;1444
44005;CHAUMES EN RETZ;44320;47.1592, -1.95413;6752
44005;CHAUMES EN RETZ;44680;47.1592, -1.95413;6752
44006;ASSERAC;44410;47.438, -2.41273;1832
44006;ASSERAC;44410;47.438, -2.41273;1832
44012;LA BERNERIE EN RETZ;44760;47.0857, -2.0317;2881
44015;BLAIN;44130;47.4628, -1.76789;9832
44015;BLAIN;44130;47.4628, -1.76789;9832
44019;BOUEE;44260;47.3049, -1.91267;951
44023;BOUVRON;44130;47.4172, -1.87739;3148
44029;DIVATTE SUR LOIRE;44450;47.2809, -1.34948;6795
44033;LA CHAPELLE LAUNAY;44260;47.3531, -1.98191;2978
44039;CHEIX EN RETZ;44640;47.1811, -1.79841;1035
44047;COUERON;44220;47.231, -1.72929;20819
44049;LE CROISIC;44490;47.2923, -2.52278;4122
44050;CROSSAC;44160;47.4045, -2.15337;2983
44054;ERBRAY;44110;47.6691, -1.32186;3037
44066;GRANDCHAMPS DES FONTAINES;44119;47.3607, -1.61754;5767
44067;GUEMENE PENFAO;44290;47.6279, -1.83078;5311
44067;GUEMENE PENFAO;44290;47.6279, -1.83078;5311
44069;GUERANDE;44350;47.3313, -2.41704;16914
44079;LE LANDREAU;44430;47.2078, -1.29844;3233
44087;MACHECOUL ST MEME;44270;46.9911, -1.82346;7673
44088;MAISDON SUR SEVRE;44690;47.1164, -1.38887;2927
44089;MALVILLE;44260;47.3431, -1.85412;3488
44097;MESQUER;44420;47.396, -2.47063;1982
44097;MESQUER;44420;47.396, -2.47063;1982
44099;MOISDON LA RIVIERE;44520;47.6222, -1.37466;2011
44102;MONTBERT;44140;47.0679, -1.47019;3139
44103;MONTOIR DE BRETAGNE;44550;47.3232, -2.14674;7267
44104;MONTRELAIS;44370;47.4026, -0.971865;873
44109;NANTES;44200;47.2316, -1.54831;311479
44110;NORT SUR ERDRE;44390;47.4471, -1.51825;8738
44113;NOZAY;44170;47.5729, -1.60098;4145
44116;PAIMBOEUF;44560;47.2864, -2.02807;3305
44119;PAULX;44270;46.9578, -1.77844;1996
44121;PETIT AUVERNE;44670;47.6114, -1.27774;441
44124;LE PIN;44540;47.5921, -1.14702;801
44126;LA PLAINE SUR MER;44770;47.1443, -2.18345;4119
44127;LA PLANCHE;44140;47.0199, -1.44013;2622
44128;PLESSE;44630;47.5557, -1.8905;5375
44129;PONTCHATEAU;44160;47.4336, -2.09556;10902
44130;PONT ST MARTIN;44860;47.1266, -1.56594;5807
44131;PORNIC;44210;47.1224, -2.05182;15277
44135;LE POULIGUEN;44510;47.2716, -2.4321;4584
44136;PREFAILLES;44770;47.1315, -2.21392;1241
44138;PUCEUL;44390;47.5189, -1.61966;1116
44143;REZE;44400;47.1762, -1.54966;41052
44143;REZE;44400;47.1762, -1.54966;41052
44146;ROUGE;44660;47.7705, -1.4341;2305
44150;ST AIGNAN GRANDLIEU;44860;47.1331, -1.62317;3940
44156;CORCOUE SUR LOGNE;44650;46.9532, -1.6006;2873
44156;CORCOUE SUR LOGNE;44650;46.9532, -1.6006;2873
44160;ST GEREON;44150;47.3707, -1.20923;2972
44161;ST GILDAS DES BOIS;44530;47.509, -2.05985;3843
44163;VAIR SUR LOIRE;44150;47.4064, -1.11538;4679
44166;ST JEAN DE BOISEAU;44640;47.1941, -1.71964;5647
44171;ST LEGER LES VIGNES;44710;47.143, -1.71404;1740
44172;STE LUCE SUR LOIRE;44980;47.2536, -1.4729;15490
44186;STE PAZANNE;44680;47.084, -1.81814;6668
44195;SAVENAY;44260;47.3571, -1.91842;8685
44198;LES SORINIERES;44840;47.1415, -1.52022;8189
44202;TEILLE;44440;47.4642, -1.28707;1821
44206;TOUVOIS;44650;46.9065, -1.67969;1792
44208;TREFFIEUX;44170;47.6131, -1.52832;854
44224;LA GRIGONNAIS;44170;47.5178, -1.67993;1677
45002;AILLANT SUR MILLERON;45230;47.7949, 2.93668;420
45010;ASCOUX;45300;48.1271, 2.24907;1117
45012;AUDEVILLE;45300;48.2801, 2.2429;186
45014;AULNAY LA RIVIERE;45390;48.2087, 2.37326;528
45019;BACCON;45130;47.885, 1.62389;727
45023;BATILLY EN PUISAYE;45420;47.6114, 2.88556;122
45032;LE BIGNON MIRABEAU;45210;48.1476, 2.93467;332
45040;BONNY SUR LOIRE;45420;47.5773, 2.83916;2074
45043;BOU;45430;47.8705, 2.0473;946
45044;BOUGY LEZ NEUVILLE;45170;48.0421, 2.02335;166
45052;BRETEAU;45250;47.677, 2.88898;106
45054;BRIARRES SUR ESSONNE;45390;48.2263, 2.4136;541
45058;BUCY LE ROI;45410;48.0595, 1.92098;174
45067;CHAINGY;45380;47.8915, 1.77358;3745
45076;LA CHAPELLE ST SEPULCRE;45210;48.0149, 2.83674;254
45088;CHAUSSY;45480;48.163, 1.99352;341
45089;CHECY;45430;47.9025, 2.02294;8971
45110;COURCELLES;45300;48.0981, 2.3276;298
45113;COURTEMAUX;45320;48.0445, 2.9327;287
45124;DESMONTS;45390;48.2268, 2.49971;171
45126;DONNERY;45450;47.914, 2.10377;2781
45127;DORDIVES;45680;48.1474, 2.77437;3346
45130;DRY;45370;47.7916, 1.72826;1428
45131;ECHILLEUSES;45390;48.1695, 2.44183;403
45132;EGRY;45340;48.1009, 2.4409;384
45137;ESCRENNES;45300;48.1364, 2.18433;766
45139;ESTOUY;45300;48.1896, 2.32217;532
45144;FEROLLES;45150;47.8253, 2.11682;1260
54027;ATTON;54700;48.8929, 6.111;815
54033;AVILLERS;54490;49.3225, 5.73814;122
54038;AZERAILLES;54122;48.4973, 6.69487;820
54039;BACCARAT;54120;48.45, 6.74058;4620
54039;BACCARAT;54120;48.45, 6.74058;4620
54041;BAGNEUX;54170;48.5571, 5.8768;163
54042;BAINVILLE AUX MIROIRS;54290;48.4364, 6.28337;344
54043;BAINVILLE SUR MADON;54550;48.5901, 6.08781;1412
54044;BARBAS;54450;48.5709, 6.84981;187
54046;BARISEY AU PLAIN;54170;48.5234, 5.85202;412
54048;LES BAROCHES;54150;49.2299, 5.88813;376
54059;BELLEAU;54610;48.8487, 6.18703;755
54059;BELLEAU;54610;48.8487, 6.18703;755
54060;BELLEVILLE;54940;48.8145, 6.08969;1440
54062;BENNEY;54740;48.5246, 6.22451;650
54063;BERNECOURT;54470;48.8512, 5.84154;189
54065;BERTRICHAMPS;54120;48.4351, 6.81228;1112
54072;BEZAUMONT;54380;48.8484, 6.10335;256
54080;BLENOD LES TOUL;54113;48.5972, 5.8271;1108
54094;BRALLEVILLE;54740;48.4091, 6.19228;183
54096;BREHAIN LA VILLE;54190;49.4396, 5.88537;377
54099;BRIEY;54150;49.2558, 5.97046;8519
54101;BROUVILLE;54120;48.4922, 6.74929;133
54105;BULLIGNY;54113;48.5723, 5.84369;513
54106;BURES;54370;48.6982, 6.57054;68
54108;BURTHECOURT AUX CHENES;54210;48.5778, 6.24827;105
54113;CHAMPENOUX;54280;48.7344, 6.35304;1317
54114;CHAMPEY SUR MOSELLE;54700;48.9573, 6.06611;355
54115;CHAMPIGNEULLES;54250;48.7209, 6.1229;6896
54120;CHARMES LA COTE;54113;48.625, 5.82751;349
54121;CHARMOIS;54360;48.5346, 6.38929;187
54125;CHENEVIERES;54122;48.5218, 6.63786;506
54130;CLAYEURES;54290;48.4696, 6.40947;197
54131;CLEMERY;54610;48.8831, 6.18034;519
54134;COLMEY;54260;49.463, 5.55237;265
54136;CONFLANS EN JARNISY;54800;49.1684, 5.84797;2405
54150;CUSTINES;54670;48.7894, 6.14617;2958
54154;DENEUVRE;54120;48.4269, 6.72071;566
54165;DOMMARTEMONT;54130;48.7171, 6.21563;636
54169;DOMPRIX;54490;49.3288, 5.76433;83
54171;DONCOURT LES CONFLANS;54800;49.1461, 5.93149;1231
54172;DONCOURT LES LONGUYON;54620;49.4425, 5.71493;314
54173;DROUVILLE;54370;48.6704, 6.41174;203
54185;ETREVAL;54330;48.4566, 6.05322;66
54188;FAULX;54760;48.7925, 6.19928;1337
54191;FENNEVILLER;54540;48.4851, 6.88313;95
54201;FONTENOY LA JOUTE;54122;48.4492, 6.65552;304
54205;FOUG;54570;48.6734, 5.78091;2741
54213;FRIAUVILLE;54800;49.1433, 5.83078;375
54214;FROLOIS;54160;48.5721, 6.12656;714
54215;FROUARD;54390;48.7504, 6.1231;6714
54217;GELACOURT;54120;48.4762, 6.73172;172
54222;GERBEVILLER;54830;48.4934, 6.5109;1393
54231;GONDRECOURT AIX;54800;49.2444, 5.76236;186
54236;GRAND FAILLY;54260;49.4212, 5.5202;315
54236;GRAND FAILLY;54260;49.4212, 5.5202;315
54238;GRIPPORT;54290;48.4156, 6.248;288
54240;GROSROUVRES;54470;48.8291, 5.84617;60
54241;GUGNEY;54930;48.3953, 6.05848;76
54244;HAGEVILLE;54470;49.0317, 5.86434;118
54249;HANNONVILLE SUZEMONT;54800;49.0989, 5.83676;269
54250;HARAUCOURT;54110;48.6614, 6.36111;723
54252;HAROUE;54740;48.474, 6.18771;496
54263;HOMECOURT;54310;49.2225, 5.99271;6224
54264;HOUDELMONT;54330;48.5367, 6.09334;225
54272;JAILLON;54200;48.7619, 5.97477;475
54280;JOEUF;54240;49.232, 6.0117;6620
54281;JOLIVET;54300;48.6108, 6.5179;919
54282;JOPPECOURT;54620;49.3898, 5.80251;166
54284;JOUDREVILLE;54490;49.2882, 5.77929;1180
54298;LANEUVEVILLE DERRIERE FOUG;54570;48.7076, 5.80562;152
54299;LANEUVEVILLE DEVANT BAYON;54740;48.4708, 6.26389;231
54301;LANFROICOURT;54760;48.8063, 6.31895;134
54302;LANTEFONTAINE;54150;49.2534, 5.88651;778
54302;LANTEFONTAINE;54150;49.2534, 5.88651;778
54308;LEINTREY;54450;48.6284, 6.74348;139
54311;LENONCOURT;54110;48.6713, 6.3002;610
54313;LETRICOURT;54610;48.8748, 6.2852;250
54315;LEYR;54760;48.8024, 6.26922;947
54320;LOISY;54700;48.8672, 6.09844;341
54322;LONGUYON;54260;49.4584, 5.59176;5493
54326;LUBEY;54150;49.244, 5.85466;236
54327;LUCEY;54200;48.7226, 5.82886;625
54330;LUPCOURT;54210;48.6025, 6.22122;459
54331;MAGNIERES;54129;48.4442, 6.56579;299
54334;MAIRY MAINVILLE;54150;49.3047, 5.85538;563
54334;MAIRY MAINVILLE;54150;49.3047, 5.85538;563
54339;MALZEVILLE;54220;48.7218, 6.18996;8230
54343;MANDRES AUX QUATRE TOURS;54470;48.828, 5.79046;183
54344;MANGONVILLE;54290;48.4511, 6.28899;235
54348;MANONVILLE;54385;48.8314, 5.91543;244
54353;MARS LA TOUR;54800;49.0968, 5.88468;982
54356;MATTEXEY;54830;48.439, 6.5217;66
54367;MEXY;54135;49.5017, 5.78596;2303
54371;MOINEVILLE;54580;49.197, 5.94836;1099
54373;MONCEL LES LUNEVILLE;54300;48.5637, 6.56149;638
54378;MONTIGNY SUR CHIERS;54870;49.4719, 5.66812;509
54381;MONTREUX;54450;48.5355, 6.88782;65
54386;MORIVILLER;54830;48.481, 6.44041;99
54390;MOUSSON;54700;48.9109, 6.09255;114
86287;VEZIERES;86120;47.091, 0.127562;373
86288;VICQ SUR GARTEMPE;86260;46.7262, 0.843612;643
86289;LE VIGEANT;86150;46.2207, 0.637791;737
86295;VOULEME;86400;46.1015, 0.235987;381
86296;VOULON;86700;46.3651, 0.24044;452
86298;VOUNEUIL SUR VIENNE;86210;46.7195, 0.541344;2174
87012;BERNEUIL;87300;46.0655, 1.10952;427
87027;BUSSIERE GALANT;87230;45.6176, 1.04599;1382
87038;CHAPTELAT;87270;45.9177, 1.24669;2106
87051;LA CROISILLE SUR BRIANCE;87130;45.619, 1.60372;704
87063;EYJEAUX;87220;45.7749, 1.37728;1305
87064;EYMOUTIERS;87120;45.7109, 1.7402;2081
87069;GAJOUBERT;87330;46.1098, 0.844059;157
87071;GLANDON;87500;45.4721, 1.22851;812
87074;LES GRANDS CHEZEAUX;87160;46.3561, 1.38437;248
87075;ISLE;87170;45.8036, 1.19524;7841
87077;JANAILHAC;87800;45.6539, 1.24127;542
87082;LADIGNAC LE LONG;87500;45.5883, 1.10743;1171
87088;MAGNAC BOURG;87380;45.6008, 1.43563;1116
87090;MAILHAC SUR BENAIZE;87160;46.3105, 1.31571;296
87091;MAISONNAIS SUR TARDOIRE;87440;45.712, 0.683804;410
87097;VAL D ISSOIRE;87330;46.1111, 0.914011;1159
87099;MOISSANNES;87400;45.8745, 1.55617;417
87101;MORTEMART;87330;46.0484, 0.955032;116
87106;NEXON;87800;45.675, 1.18568;2600
87107;NIEUL;87510;45.9215, 1.18018;1668
87124;RILHAC LASTOURS;87800;45.6589, 1.1138;374
87125;RILHAC RANCON;87570;45.9078, 1.33258;4603
87130;ROZIERS ST GEORGES;87130;45.7433, 1.56065;184
87135;ST AUVENT;87310;45.8104, 0.921077;991
87137;ST BAZILE;87150;45.7346, 0.807218;118
87147;ST GILLES LES FORETS;87130;45.6291, 1.66695;46
87152;ST JOUVENT;87510;45.9566, 1.20981;1689
87160;ST LEGER MAGNAZEIX;87190;46.288, 1.23804;499
87169;ST MAURICE LES BROUSSES;87800;45.6997, 1.24152;1051
87170;ST MEARD;87130;45.6641, 1.5426;375
87174;ST PAUL;87260;45.7524, 1.44281;1264
87176;ST PRIEST LIGOURE;87800;45.6262, 1.30036;683
87178;ST PRIEST TAURION;87480;45.8977, 1.39663;2907
87182;ST SULPICE LES FEUILLES;87160;46.316, 1.39206;1272
87185;ST VICTURNIEN;87420;45.8807, 1.02495;1838
87187;ST YRIEIX LA PERCHE;87500;45.5251, 1.20387;7256
87190;SAUVIAT SUR VIGE;87400;45.9067, 1.58855;948
87191;SEREILHAC;87620;45.7658, 1.06005;1961
87197;THOURON;87140;45.9984, 1.21995;521
87199;VAYRES;87600;45.7732, 0.823739;862
87206;VILLEFAVARD;87190;46.1697, 1.21415;164
